,0,1
10321,모레 울릉 혹시 날씨 흐리니,0
10322,음 화천 날씨 맑니,0
10323,영광 날씨 어떠냐,0
10324,관악구 유명한 비빔국수 추천해 줘,1
10325,정읍 꼭 가봐야 하는 명소 알려주라,2
10326,강동구 경기장 구경 갈래,2
10327,경기도 유명한 연어 알려주라,1
10328,양주 맑을까,0
10329,서천 마스크 써야 할까,3
10330,나 내일 계룡 여행가는데 날씨 알려줘,0
10331,응 내일 전라북도 익산시 미세먼지 알려줄래,3
10332,횡성 먼지,3
10333,철원 공기 미세먼지,3
10334,내일 서울시 구로 미세먼지 알려줄래,3
10335,충주 팥빙수 알려주라,1
10336,군산 그럼 우산 챙겨야해,0
10337,일식집 푸드 초밥 추천해줘,1
10338,서울 중구 맥주 맛집 어디 있냐,1
10339,의령 우산 챙겨야해,0
10340,춘천 닭갈비 먹거리 어디니,1
10341,의성 뷔페 어디 있니,1
10342,창원 술집 추천해 주라,1
10343,임실 구경 할만 한 숙박 추천 해주라,2
10344,구리 죽집 추천해 줘,1
10345,갈만한 시장 여행지 부탁합니다,2
10346,전라도 근처 강 알려주라,2
10347,시흥 놀기 좋은 명소 추천 해주라,2
10348,임실 우산 챙겨야해,0
10349,무주 꼭 가봐야 하는 관광지 추천해 주세요,2
10350,구리 떡갈비 맛집 추천해 주라,1
10351,창녕 미세먼지 어떤지 말해 줘,3
10352,장흥 볼 만 한 명소 추천해 주세요,2
10353,그래 수원 들려야 하는 꽃놀이 추천 해줘,2
10354,강진 가봐야 하는 명소 알고싶어,2
10355,국수 먹고싶어요,1
10356,좋은 사진 찍을만한 휴양지 추천해 줘,2
10357,괴산 날씨 덥냐,0
10358,계룡 관광 할만 한 사찰 알려주라,2
10359,동작구 주변 여행지 알려줄래,2
10360,진주 마스크 챙겨야 할까,3
10361,동두천 볼 만 한 관광지 알려주세요,2
10362,정선 공기 미세먼지,3
10363,진짜 서울 관악구 마스크 필요할까,3
10364,중랑구 괜찮은 월남쌈 알려주라,1
10365,익산 마스크 챙겨야 할까,3
10366,과천 볶음밥 알려줄래 ㅋ,1
10367,강원도 근처 꽃 추천해 주라,2
10368,가기 좋은 쇼핑 휴양지 알고싶어,2
10369,안산 미세먼지,3
10370,꽃구경 어때요,2
10371,진안 가기 좋은 테마 파크 알려줄래,2
10372,거제 미세먼지,3
10373,횡성 구경 할만 한 해수욕장 추천 해주라,2
10374,강진 가려는데 미세먼지 궁금해,3
10375,서초구 초미세먼지 어떤지 부탁 해,3
10376,관악구 삼겹살 집 알려줄래,1
10377,서울 노원 날씨 춥니,0
10378,목포 갈비 집 알고싶어,1
10379,예산 날씨 좋니,0
10380,먼지 궁금한데 알려주겠니,3
10381,글면 미세먼지 궁금해서 물어봤어,3
10382,전라남도 황사 심할지 알려줘,3
10383,서천 박물관 알려줘,2
10384,전복구이 인스타 요리 어디였지,1
10385,충청도 주변 꽃 추천해 줘,2
10386,이번 주 강릉 날씨 말해줘,0
10387,아 맞다 오늘 관악 미세먼지 말해주라,3
10388,대구 더울까,0
10389,순천 공기,3
10390,동대문구 중국집 어디 있냐,1
10391,강원도 근처 단풍 알려주라,2
10392,광진구 뷔페 알려줘,1
10393,아름다운 사진 찍기 좋은 여행지 어디 있냐,2
10394,관광 할만 한 골프 휴양지 알려주라,2
10395,영등포구 인기 많은 보신탕 맛집,1
10396,노원구 먼지 궁금하네,3
10397,성동구 소문난 파전 알려주세요,1
10398,사진 촬영 할만 한 여행지 알려줘,2
10399,좋은 셀카 찍 수 있는 여행지 추천해 줘,2
10400,응 내일 전라북도 장수군 미세먼지 알려줄래,3
10401,예산 미세먼지,3
10402,영암 비오냐,0
10403,아 서울 중구 날씨 맑니,0
10404,화천 공기상태,3
10405,무안 우산 필요할까,0
10406,제주도 주변 여행지 추천해 주세요,2
10407,구경 할만 한 요트 휴양지 알려줘,2
10408,부산 종로구 미세먼지 심할까,3
10409,광진구 횟집 어디 있냐,1
10410,전라북도 오존 어떤지 말해 주세요,3
10411,좋은 바닷가,2
10412,그 때 혹시 미세먼지,3
10413,완주 볼 만 한 명소 어디 있니,2
10414,경기도 근처 단풍 알려주세요,2
10415,광양 유명한 관광지 알려주라,2
10416,창녕 날씨 날씨,0
10417,동해 이제 비오니,0
10418,야 미세먼지 어때,3
10419,강북구 닭꼬치 집 알고싶어,1
10420,의령 마스크 쓸까,3
10421,그러면 진안 횟집 알려주세요,1
10422,정읍 미세먼지 어떻게 돼요,3
10423,은평구 김밥 집 알려주세요,1
10424,영덕 우동 맛집 추천해 줘,1
10425,한강 가는데 근처 미세먼지 알려줘,3
10426,임실 라멘 맛집 추천해 주세요,1
10427,현재 양천구 스모크 어떤데,3
10428,응 부산 이번 주 날씨 맑은지 알려줄래,0
10429,주변 맛 나게 하는 맛집 추천해 주세요,1
10430,용산 날씨 덥냐,0
10431,근처 맛있게 하는 맛집 추천해 주라,1
10432,동작구 제일 맛있는 치킨 집 알려주세요,1
10433,괜찮은 숲 알려줘,2
10434,경상도 주변 강 어디 있니,2
10435,전라도 근처 갯벌 알려주라,2
10436,이번 주 전주 비 오는지 알려줄래,0
10437,강릉 먼지 좋니,3
10438,갈비집 추천해줘요,1
10439,도봉구 날씨 말해 줘주라,0
10440,도봉구 미세먼지 어떤지 말해 줘봐,3
10441,그러면 충북 옥천 날씨 말해줄래,0
10442,무주 먼지 심할지 알려줄 수 있니,3
10443,전라도 주변 산책로 추천해 주세요,2
10444,동두천 우산 써야하니,0
10445,청송 김밥 추천해 주세요 ㅎ,1
10446,양주 마스크 챙길까,3
10447,모레 양평 혹시 미세먼지,3
10448,합천 공기 좋니,3
10449,중구 구경거리 어디 있냐,2
10450,거창 덥냐,0
10451,충청남도 근처 갈대 알려주세요,2
10452,대구 도봉구 마스크 필요해,3
10453,강남구 소문난 샐러드 바 알려주라,1
10454,해남 가는데 오늘 미세먼지 맑나요,3
10455,안동 눈 오냐,0
10456,신수동 가는데 미세먼지 알려줘,3
10457,충북 갈만 한 구경거리 추천해 줘,2
10458,괴산 꽃가루 꼈니,3
10459,전라도 근처 폭포 알고싶어,2
10460,구리 인기 있는 가츠동 알려줘,1
10461,서울 동대문구 라면 추천 해주라,1
10462,장흥 유명한 스파게티 알려줄래,1
10463,주변 방송 나온 식당 추천해 줘,1
10464,기온 어떠려나,0
10465,서천 방송 나온 국수 알려줄래,1
10466,경산 꼭 들려야 하는 수산시장 알고싶어,2
10467,먼지 많이 심하니,3
10468,가기 좋은 온천 휴양지 추천해 주세요,2
10469,이번 주 강릉 맑아,0
10470,함안 돈까스 집 알려줄래,1
10471,영등포구 초미세먼지 심할지 알려줄 수 있니,3
10472,과천 놀 만 한 명소 추천 해주세요,2
10473,장성 여행 갈 건데 회 레스토랑 알려줘,1
10474,아현동 잘하는 곳 알려줘,1
10475,과천 우산 쓸까,0
10476,여수 가볼만 한 스키장 추천 해주세요,2
10477,서울 구로구 날씨 어때,0
10478,그러게 서울 중구 미세먼지,3
10479,이제 아하 내일 충청북도 청주 미세먼지 알려줘,3
10480,서울 광진 우산 필요하냐,0
10481,양평 그럼 우산 필요하냐,0
10482,화요일 하 고흥 맑을까,0
10483,청주 비 올지 말해 줘봐,0
10484,내일 하동 가는데 목살 알려주라,1
10485,서울 서대문구 중국집 알려주세요,1
10486,근처 소문난 맛집 추천해 주세요,1
10487,할만 한 스쿠버다이빙 휴양지 알고싶어,2
10488,동대문구 괜찮은 닭꼬치 알려주세요,1
10489,김포 우산 챙겨야 할까,0
10490,서천 미세먼지,3
10491,강원도 근처 갈대 어디 있냐,2
10492,서울 영등포구 김밥 맛집 어디 있니,1
10493,서울 강동 춥니,0
10494,놀기 좋은 스키 휴양지 알고싶어,2
10495,성동구 술집 어디 있냐,1
10496,성남 미세먼지,3
10497,포항 흐리냐,0
10498,이번 주 강원도 춘천 날씨 말해줘,0
10499,청도 꼭 가봐야 하는 관광지 알고싶어,2
10500,내일 전라북도 군산 날씨 알려줄래 좀,0
10501,경기도 주변 강 알려주세요,2
10502,추억 사진 촬영 할만 한 여행지 추천해 주세요,2
10503,서울 금천구 춥냐,0
10504,신안 빵집 추천해 주세요,1
10505,안양 가까운 계곡 추천 좀 해봐요,2
10506,용산 공기,3
10507,춘천 떡갈비 집 추천해 줘,1
10508,서울 구로구 맑을까,0
10509,주변 연어초밥집 어디,1
10510,영등포구 돈까스 집 추천 해주라,1
10511,익산 우산 챙겨야해,0
10512,갈비 어디 있니,1
10513,마스크 쓸까,3
10514,신의도 오늘 황사 알려줄래,3
10515,동해 우동 맛집 알려주세요,1
10516,함안 춥냐,0
10517,영등포구 피자 집 알고싶어,1
10518,강원도 주변 꽃 추천해 주세요,2
10519,홍천 유명한 테마 파크 추천 해주라,2
10520,단양 우산 가져가야하니,0
10521,그러면 진주 팔보채 추천해 줘,1
10522,남동구 가까운 바다 있으면 말해줘,2
10523,사천 마스크 챙겨야 할까,3
10524,청송 고깃집 어디 있니,1
10525,기온 말해줄래,0
10526,서울 송파 마스크 필요해,3
10527,충주 날씨 더울까,0
10528,6월 22일 비 오나요,0
10529,서울 광진구 날씨 춥니,0
10530,화성 공기 심하다,3
10531,제주 일식 코스 요리집 어디 있냐,1
10532,서울 관악구 맑니,0
10533,ㅋㅋ 이번 주 과천 눈 오니,0
10534,청송 우산 가져가야하니,0
10535,영광 미세먼지,3
10536,내일 태안 미세먼지 심할까 나쁠까,3
10537,경산 먼지 심할지 알려주라,3
10538,고양 미세먼지,3
10539,고령 들려 봐야 하는 꽃놀이 알려주세요,2
10540,중구 술집 어디 있니,1
10541,광명 횟집 알려주세요,1
10542,내일 서울시 용산구 날씨 말해줘,0
10543,경주 날씨 덥냐,0
10544,속초 미세먼지,3
10545,서울 양천구 우산 가져가야하니,0
10546,서울 동대문구 날씨 맑냐,0
10547,충청남도 근처 꽃 알고싶어,2
10548,구경 할만 한 해수욕장 여행지 어디 있니,2
10549,의성 가까운 명소 알려줄래,2
10550,전라남도 주변 경치 추천해 주라,2
10551,경기도 주변 갯벌 알려줘,2
10552,전라남도 주변 폭포 어디 있니,2
10553,음 영동 날씨 어떠냐,0
10554,죽전 꼭 가봐야 하는 관광지 알려주세요,2
10555,미세먼지 상태 미세먼지,3
10556,오늘 인천 가려는데 미세먼지 알려줄래,3
10557,사진 찍을만한 휴양지 추천해 ㅎ,2
10558,평창 우산 챙겨야 할까,0
10559,ㅋ 임실 황사 올까,3
10560,주변 유명한 맛집 알려주라,1
10561,전라도 비 올지 부탁 해,0
10562,제천 비 올까,0
10563,내일 날짜 울산광역시 날씨 알려줘,0
10564,진천 미세먼지,3
10565,성동구 돈까스 집 추천 해주세요,1
10566,구로구 돈까스 집 알려줘,1
10567,양천구 주변 강 알려주세요,2
10568,창녕 찌개 식당 어딜까,1
10569,합천 이제 우산 챙겨야 할까,0
10570,서초구 제일 맛있는 피자집 알려줄래,1
10571,그니까 통영 비빔국수 맛집 알고싶어,1
10572,울릉 유명한 김치 찜 추천해 줘,1
10573,고창 들려야 하는 국제 공원 어디 있니,2
10574,6월 그 때 미세먼지 어떨까,3
10575,9월 12일 서울 날씨 뭐야,0
10576,중구 유명한 파전 알고싶어,1
10577,날씨 어떨 것 같은데,0
10578,내일 은평구 ㅋ 날씨,0
10579,대구 공기상태,3
10580,순천 맑냐,0
10581,양산 마스크 챙겨야 할까,3
10582,서울 미세먼지 알려주겠니,3
10583,진천 미세먼지 상태 미세먼지,3
10584,안양 공기 미세먼지,3
10585,온도 알려줘,0
10586,게다가 김제 맑을까,0
10587,다음 화성 날씨 맑냐,0
10588,간만 여행 가는데 인천 갈 것 같거든 관광지 추천 좀,2
10589,성남 꼭 들려야 하는 관광지 알고싶어,2
10590,그러면 양양군 날씨 알려줄래,0
10591,합정동 찜닭 요리 먹을까,1
10592,천안 미세먼지,3
10593,동해 덥니,0
10594,영동 날씨 알 수 있을까,0
10595,남원 날씨 흐리니,0
10596,합정동 미세먼지 알려줘,3
10597,거제 맑니,0
10598,노원구 피자 집 추천 해주라,1
10599,군포 유명한 문화재 어디 있냐,2
10600,경상도 비 오는지 말해 줘주세요,0
10601,구경 할만 한 스파 휴양지 추천해 줘,2
10602,이번 주 서울 황사 오니 ㅋㅋ,3
10603,춘천 그럼 규동 추천해 주라,1
10604,아 곡성 잔치국수 어디 있냐,1
10605,거창 가볼만 한 명소 알려주세요,2
10606,경상북도 비 오는지 말해 줘주라,0
10607,금요일 동두천 미세먼지 궁금해요,3
10608,진짜 내일 청양 날씨 좋니,0
10609,충청남도 근처 갯벌 알려줄래,2
10610,중구 괜찮은 비빔냉면 알고싶어,1
10611,영암 가는데 날씨 궁금해,0
10612,고창 공기,3
10613,비빔밥 잘하는 명가 어디니,1
10614,서울 송파구 눈 오니,0
10615,아울러 내일 강원 속초 미세먼지 알려줄래,3
10616,안산 맑을까,0
10617,전라남도 주변 경치 어디 있니,2
10618,양주 우산 챙길까,0
10619,아니 충남 청양 날씨 말해줄래,0
10620,광주 미세먼지 마스크 쓸까,3
10621,주변 인기 많은 식당 알려주세요,1
10622,전주 1월 30일 날씨 ㅎ,0
10623,김포 유명한 전망대 알고싶어,2
10624,아 참 맞다 모레 대구 미세먼지 알려줘,3
10625,거제 춥니,0
10626,서울 제일 맛있게 하는 폭립 추천 해줘,1
10627,시흥 날씨 흐릴까,0
10628,내일모레 태백 여행 가는데 날씨 말해줘,0
10629,양산 날씨 덥니,0
10630,양양 뷔페 어디 있냐,1
10631,부산 회 맛집 궁금해,1
10632,서귀포 목요일 미세먼지 어떨까 나쁠까,3
10633,정읍 마스크 쓸까,3
10634,용인 비 올지 말해 줘주세요,0
10635,평창 들려야 하는 놀이동산 알려주라,2
10636,셀카 찍기 좋은 휴양지 알려줄래,2
10637,전라북도 근처 갈대 알려줄래,2
10638,합천 들려 봐야 하는 관광지 알려주라,2
10639,군위 마스크 필요하냐,3
10640,오늘 영광 공기 미세먼지,3
10641,안산 카페 어디 있니,1
10642,영덕 여행 가는데 연어 레스토랑 알려주라,1
10643,천안 제일 맛있게 하는 맛집 알려줘,1
10644,아무튼 하남 날씨 어떠니,0
10645,금천구 떡갈비 집 추천 해줘,1
10646,제발 이번 주 군산 미세먼지 알려줘,3
10647,그러면 경산 샤브샤브 맛집 어디 있니,1
10648,춘천 더울까,0
10649,광진구 맛 나게 하는 양 꼬치 알려주라,1
10650,최고 셀카 찍기 좋은 휴양지 추천해 줘,2
10651,비빔국수 요리 알려줘,1
10652,결국 내일모레 대구광역시 미세먼지 알려줘,3
10653,의령 혹시 미세먼지,3
10654,하동 가까운 관광지 어디 있냐,2
10655,전라도 주변 해변 알고싶어,2
10656,부산 이번 주 바람 부니,0
10657,음성 마스크 필요하니,3
10658,거제 마스크 챙겨야 할까,3
10659,강북구 맛있게 하는 감자탕 알고싶어,1
10660,이번 주 장흥 맑겠지,3
10661,성북구 괜찮게 하는 왕 갈비 알려주라,1
10662,좋은 사진 찍을만한 휴양지 알고싶어,2
10663,전라도 근처 단풍 알고싶어,2
10664,충청북도 근처 꽃 어디 있니,2
10665,울산 북구 스모그 미세먼지,3
10666,거제 날씨 추울까,0
10667,보드 하기 좋은 여행지 알려주라,2
10668,당진 공기 미세먼지,3
10669,군포 비 올지 알려주세요,0
10670,남양주 우산 챙겨야 할까,0
10671,칠곡 인기 있는 맛집 알려줘,1
10672,전라북도 근처 산 알고싶어,2
10673,익산 먼지 알려줬으면 졸겠어,3
10674,용인 방송 나온 팥빙수 추천해 줘,1
10675,안성 가봐야 하는 영화관 알려줄래,2
10676,서울 동작구 죽집 추천해 주라,1
10677,전주 동작구 미세먼지,3
10678,군산 우박 오려나,0
10679,안동 돈까스 맛집 알려주라,1
10680,평창 날씨 흐리니,0
10681,내일 북구 날씨 어때,0
10682,철원 놀기 좋은 명소 알려줘,2
10683,오늘 마스크 써야 하니,3
10684,서울 마포구 김밥 맛집 알려줘,1
10685,완주 마스크 필요하니,3
10686,경기도 근처 여행지 어디 있냐,2
10687,충청북도 오존 심할지 말해 주세요,3
10688,용인 꼭 들려야 하는 숙박 알려줘,2
10689,안동 날씨 어떠냐,0
10690,다음 주 마스크 쓰기 싫어,3
10691,미추홀구 좋은데 있니,2
10692,최고 셀카 찍을만한 여행지 어디 있냐,2
10693,함양 치킨 집 알려줘,1
10694,구경 할만 한 스파 여행지 추천해 주라,2
10695,마포구 미세먼지 심할지 알려주라,3
10696,저기 북구 날씨 어때,0
10697,영덕 공기 미세먼지,3
10698,주변 괜찮게 하는 식당 알려줄래,1
